sim_id,pity_threshold,player_type,population_share,fatigue,boxes_opened,boxes_opened_weighted,utility,revenue,dev_cost_allocated,net_revenue,participated
12,0,Whale,0.05,0.053674470052847686,37.43671501519309,1.8718357507596544,209.61203206508208,7.225285997932266,0.0,7.225285997932266,1
12,0,Casual,0.3,0.10216120798803305,10.277621125614667,3.0832863376844,34.601217786226606,11.901485263461783,0.0,11.901485263461783,1
12,0,F2P,0.65,0.4217151482270887,0.0,0.0,0.0,0.0,0.0,0.0,0
13,0,Whale,0.05,0.044061689191950415,89.714700941564,4.4857350470782,1340.113358972618,17.314937281721853,0.0,17.314937281721853,1
13,0,Casual,0.3,0.1916011845137608,42.93282301542084,12.87984690462625,602.0764864800526,49.71620905185733,0.0,49.71620905185733,1
13,0,F2P,0.65,0.5659579486264826,0.0,0.0,0.0,0.0,0.0,0.0,0
14,0,Whale,0.05,0.045856944641135766,55.150670214350356,2.757533510717518,453.15248269416463,10.64407935136962,0.0,10.64407935136962,1
14,0,Casual,0.3,0.19360435700489634,3.8895259273674405,1.166857778210232,8.35026616365628,4.504071023891496,0.0,4.504071023891496,1
14,0,F2P,0.65,0.5783354532509828,0.0,0.0,0.0,0.0,0.0,0.0,0
15,0,Whale,0.05,0.07453962454392624,53.9393687052466,2.69696843526233,718.6686216834986,10.410298160112594,0.0,10.410298160112594,1
15,0,Casual,0.3,0.16616612631677613,21.77293204301957,6.531879612905871,181.1883501280167,25.21305530581666,0.0,25.21305530581666,1
15,0,F2P,0.65,0.5873626301067558,0.0,0.0,0.0,0.0,0.0,0.0,0
16,0,Whale,0.05,0.0361378966205743,116.21556684388162,5.810778342194081,1942.4071561398603,22.429604400869152,0.0,22.429604400869152,1
