sim_id,pity_threshold,player_type,tier,drop_rate,tier_revenue_contribution
286,30,Casual,Rare,0.15,3.892048750854759
286,30,Casual,Epic,0.04,12.653794327364105
286,30,Casual,Legendary,0.01,424.93764901702923
287,30,Whale,Common,0.5,0.2243177115121894
287,30,Whale,Rare,0.15,0.4704575838970854
287,30,Whale,Epic,0.04,7.730111836089119
287,30,Whale,Legendary,0.01,38.314139019282344
287,30,Casual,Common,0.5,0.05933956485680754
287,30,Casual,Rare,0.15,5.5628295580810585
287,30,Casual,Epic,0.04,11.358241362149565
287,30,Casual,Legendary,0.01,299.17474311309377
288,30,Whale,Common,0.5,0.2547543951406566
288,30,Whale,Rare,0.15,1.8675786336229157
288,30,Whale,Epic,0.04,7.5926466791339955
288,30,Whale,Legendary,0.01,82.48624588894153
288,30,Casual,Common,0.5,1.8496469719621333
288,30,Casual,Rare,0.15,1.7028554080791432
288,30,Casual,Epic,0.04,6.356270254381333
288,30,Casual,Legendary,0.01,103.32547807719033
289,30,Whale,Common,0.5,0.5135695437944988
289,30,Whale,Rare,0.15,2.1868469575648946
289,30,Whale,Epic,0.04,33.94473793192392
289,30,Whale,Legendary,0.01,50.458265496178164
289,30,Casual,Common,0.5,7.523373904830632
289,30,Casual,Rare,0.15,2.9686901391157052
289,30,Casual,Epic,0.04,11.164712132006413
289,30,Casual,Legendary,0.01,135.12675114006828
290,30,Whale,Common,0.5,0.3196121945181956
290,30,Whale,Rare,0.15,2.69433041989561
290,30,Whale,Epic,0.04,9.08918447804737
290,30,Whale,Legendary,0.01,115.95023189814304
290,30,Casual,Common,0.5,0.618673781321254
290,30,Casual,Rare,0.15,1.7782240316471654
290,30,Casual,Epic,0.04,17.582219261234297
290,30,Casual,Legendary,0.01,619.7136734121679
291,30,Whale,Common,0.5,0.07023082907897342
291,30,Whale,Rare,0.15,2.0370649849005296
291,30,Whale,Epic,0.04,4.820991503011561
291,30,Whale,Legendary,0.01,78.88104085928789
291,30,Casual,Common,0.5,1.3848199275794182
291,30,Casual,Rare,0.15,16.42226309892176
291,30,Casual,Epic,0.04,3.006710670682531
291,30,Casual,Legendary,0.01,134.73766325121696
292,30,Whale,Common,0.5,0.3477409024753135
292,30,Whale,Rare,0.15,2.1201794652427104
292,30,Whale,Epic,0.04,12.782273229069794
292,30,Whale,Legendary,0.01,37.79173459408526
292,30,Casual,Common,0.5,0.17051771725108797
292,30,Casual,Rare,0.15,2.3214531499671156
292,30,Casual,Epic,0.04,20.552015998749834
292,30,Casual,Legendary,0.01,515.4127294198524
293,30,Whale,Common,0.5,0.16213068098298322
293,30,Whale,Rare,0.15,1.0398338875538484
293,30,Whale,Epic,0.04,1.4882271524534127
293,30,Whale,Legendary,0.01,81.11461363341783
293,30,Casual,Common,0.5,1.4415488370823335
293,30,Casual,Rare,0.15,7.310485457365605
293,30,Casual,Epic,0.04,23.740930433666477
293,30,Casual,Legendary,0.01,654.5837145646593
294,30,Whale,Common,0.5,0.32480516699327405
294,30,Whale,Rare,0.15,0.48587339553143755
294,30,Whale,Epic,0.04,2.1362559455904133
294,30,Whale,Legendary,0.01,51.02355851921911
294,30,Casual,Common,0.5,2.658185587760849
294,30,Casual,Rare,0.15,10.562058045689882
294,30,Casual,Epic,0.04,19.539826537448082
294,30,Casual,Legendary,0.01,112.35040010059008
295,30,Whale,Common,0.5,0.14753480288257154
295,30,Whale,Rare,0.15,1.2456131971634794
295,30,Whale,Epic,0.04,4.62955505178225
295,30,Whale,Legendary,0.01,54.68914437947666
295,30,Casual,Common,0.5,0.5998061325325927
295,30,Casual,Rare,0.15,11.764975163664973
295,30,Casual,Epic,0.04,6.923268551051849
295,30,Casual,Legendary,0.01,634.6252844708656
296,30,Whale,Common,0.5,0.33693430072249636
296,30,Whale,Rare,0.15,1.254535429516393
296,30,Whale,Epic,0.04,9.360339880262464
296,30,Whale,Legendary,0.01,80.92883674847323
296,30,Casual,Common,0.5,0.3021100942638745
296,30,Casual,Rare,0.15,4.129286426457611
296,30,Casual,Epic,0.04,14.373622870460569
296,30,Casual,Legendary,0.01,230.60836418778885
297,30,Whale,Common,0.5,0.364886407967845
297,30,Whale,Rare,0.15,8.584019316803497
297,30,Whale,Epic,0.04,8.350701093539852
297,30,Whale,Legendary,0.01,60.47996631596206
297,30,Casual,Common,0.5,1.9274991156800207
297,30,Casual,Rare,0.15,9.568311917929961
297,30,Casual,Epic,0.04,23.05298241086059
297,30,Casual,Legendary,0.01,479.2477089951493
297,30,F2P,Common,0.5,0.3732721656443423
297,30,F2P,Rare,0.15,0.2045145399567732
297,30,F2P,Epic,0.04,0.19907707848344386
297,30,F2P,Legendary,0.01,0.5121285531976311
298,30,Whale,Common,0.5,0.20318273524663222
298,30,Whale,Rare,0.15,1.0430733039407725
298,30,Whale,Epic,0.04,4.3565453986291915
298,30,Whale,Legendary,0.01,109.67807727042725
298,30,Casual,Common,0.5,1.651918239748354
298,30,Casual,Rare,0.15,3.760890974628823
298,30,Casual,Epic,0.04,28.708146422296707
298,30,Casual,Legendary,0.01,328.17954923870747
299,30,Whale,Common,0.5,0.1864025902014418
299,30,Whale,Rare,0.15,0.9128812618026576
299,30,Whale,Epic,0.04,9.936520630307179
299,30,Whale,Legendary,0.01,171.92646886419357
299,30,Casual,Common,0.5,1.4609521398464762
299,30,Casual,Rare,0.15,2.745380217992064
299,30,Casual,Epic,0.04,32.846592511944195
299,30,Casual,Legendary,0.01,217.86253285166967
300,30,Whale,Common,0.5,0.12912619460971167
300,30,Whale,Rare,0.15,0.5778271076317052
300,30,Whale,Epic,0.04,19.962249404012955
300,30,Whale,Legendary,0.01,32.26130951767228
300,30,Casual,Common,0.5,0.1623103136658478
300,30,Casual,Rare,0.15,2.5079841950765904
300,30,Casual,Epic,0.04,38.037275454313445
300,30,Casual,Legendary,0.01,185.49993450059938
301,30,Whale,Common,0.5,1.5204911042147113
301,30,Whale,Rare,0.15,3.3470421024525123
301,30,Whale,Epic,0.04,5.368989641789052
301,30,Whale,Legendary,0.01,15.181846012999088
301,30,Casual,Common,0.5,0.4869230747318028
301,30,Casual,Rare,0.15,22.523059181151716
301,30,Casual,Epic,0.04,24.56832362201526
301,30,Casual,Legendary,0.01,145.90234552857055
302,30,Whale,Common,0.5,0.0753852566737964
302,30,Whale,Rare,0.15,1.6214780375945468
302,30,Whale,Epic,0.04,10.578549516928527
302,30,Whale,Legendary,0.01,88.84396630887069
302,30,Casual,Common,0.5,0.869768786619073
302,30,Casual,Rare,0.15,11.936990640917534
302,30,Casual,Epic,0.04,15.46514641222117
302,30,Casual,Legendary,0.01,79.74145418474168
303,30,Whale,Common,0.5,1.4385290053223203
303,30,Whale,Rare,0.15,7.0082609059617855
303,30,Whale,Epic,0.04,9.085991161921529
303,30,Whale,Legendary,0.01,141.95631387367064
303,30,Casual,Common,0.5,0.9285232866805162
303,30,Casual,Rare,0.15,1.3180480885352919
303,30,Casual,Epic,0.04,15.816701511380199
303,30,Casual,Legendary,0.01,294.4592905049017
304,30,Whale,Common,0.5,0.016933182438695262
304,30,Whale,Rare,0.15,1.3496501844170372
304,30,Whale,Epic,0.04,3.6110870225724003
304,30,Whale,Legendary,0.01,151.80676839131064
304,30,Casual,Common,0.5,0.44828623935871226
304,30,Casual,Rare,0.15,4.319429374282619
304,30,Casual,Epic,0.04,14.042053820672042
304,30,Casual,Legendary,0.01,1046.2364647518746
305,30,Whale,Common,0.5,2.5077913016102116
305,30,Whale,Rare,0.15,1.2370357999414578
305,30,Whale,Epic,0.04,5.57774124204572
305,30,Whale,Legendary,0.01,36.80690017920737
305,30,Casual,Common,0.5,2.1544308273267654
305,30,Casual,Rare,0.15,18.525467887168368
305,30,Casual,Epic,0.04,28.695331884107834
305,30,Casual,Legendary,0.01,324.22657270940016
306,30,Whale,Common,0.5,0.596450853269495
306,30,Whale,Rare,0.15,1.7216529504640012
306,30,Whale,Epic,0.04,3.5350388956421854
306,30,Whale,Legendary,0.01,158.4392928297733
306,30,Casual,Common,0.5,0.8332262085633718
306,30,Casual,Rare,0.15,0.6028060623721652
306,30,Casual,Epic,0.04,2.4698997764935946
306,30,Casual,Legendary,0.01,252.13661675918135
307,30,Whale,Common,0.5,0.601158526702167
307,30,Whale,Rare,0.15,3.7113321074334027
307,30,Whale,Epic,0.04,1.3953085917652093
307,30,Whale,Legendary,0.01,126.68485001962945
307,30,Casual,Common,0.5,0.3100296016381192
307,30,Casual,Rare,0.15,2.984793073850937
307,30,Casual,Epic,0.04,24.007160501970347
307,30,Casual,Legendary,0.01,622.7679162626689
308,30,Whale,Common,0.5,0.3160876436960376
308,30,Whale,Rare,0.15,0.5921860981578232
308,30,Whale,Epic,0.04,2.7141652116227517
308,30,Whale,Legendary,0.01,14.019211238274938
308,30,Casual,Common,0.5,2.00575434315541
308,30,Casual,Rare,0.15,2.592094011960666
308,30,Casual,Epic,0.04,14.138573406407438
308,30,Casual,Legendary,0.01,211.21241832818396
309,30,Whale,Common,0.5,0.3964928704737884
309,30,Whale,Rare,0.15,6.927333968571268
309,30,Whale,Epic,0.04,1.9205026939270746
309,30,Whale,Legendary,0.01,68.91130733976438
309,30,Casual,Common,0.5,6.984644046381761
309,30,Casual,Rare,0.15,10.634887985655018
309,30,Casual,Epic,0.04,22.300092171239964
309,30,Casual,Legendary,0.01,164.3239036728281
310,30,Whale,Common,0.5,0.26708406321674205
310,30,Whale,Rare,0.15,1.954083941882544
310,30,Whale,Epic,0.04,6.606768147916935
310,30,Whale,Legendary,0.01,31.42047851206384
310,30,Casual,Common,0.5,0.4752656505793943
310,30,Casual,Rare,0.15,4.501572722789349
310,30,Casual,Epic,0.04,19.89293483415461
310,30,Casual,Legendary,0.01,265.93570433787676
311,30,Whale,Common,0.5,0.43249135071038947
311,30,Whale,Rare,0.15,4.747548707830265
311,30,Whale,Epic,0.04,4.588977001597695
311,30,Whale,Legendary,0.01,88.45009966702726
311,30,Casual,Common,0.5,2.0498326058760075
311,30,Casual,Rare,0.15,1.1431703155172437
311,30,Casual,Epic,0.04,13.21810916882778
311,30,Casual,Legendary,0.01,386.00148519118824
312,30,Whale,Common,0.5,1.1310971392804643
312,30,Whale,Rare,0.15,3.850304605881265
312,30,Whale,Epic,0.04,7.988615519898612
312,30,Whale,Legendary,0.01,79.74721021872378
312,30,Casual,Common,0.5,1.2111069053883619
312,30,Casual,Rare,0.15,4.1227104975367075
312,30,Casual,Epic,0.04,10.526729690334806
312,30,Casual,Legendary,0.01,556.3656177089888
313,30,Whale,Common,0.5,0.08160491011740487
313,30,Whale,Rare,0.15,2.230101804598705
313,30,Whale,Epic,0.04,4.627574055284742
313,30,Whale,Legendary,0.01,158.52171555912335
313,30,Casual,Common,0.5,0.36993554933096123
313,30,Casual,Rare,0.15,1.0037934069602712
313,30,Casual,Epic,0.04,71.38616133095753
313,30,Casual,Legendary,0.01,119.33609976271421
314,30,Whale,Common,0.5,0.1230575383776287
314,30,Whale,Rare,0.15,0.8500262566629619
314,30,Whale,Epic,0.04,9.456836056973005
314,30,Whale,Legendary,0.01,147.25507331097106
314,30,Casual,Common,0.5,0.14280836254637944
314,30,Casual,Rare,0.15,6.7624077049905456
314,30,Casual,Epic,0.04,8.10038514591466
314,30,Casual,Legendary,0.01,258.23699173077654
315,30,Whale,Common,0.5,0.2528052832237903
315,30,Whale,Rare,0.15,2.1344227656329964
315,30,Whale,Epic,0.04,6.978851137552869
315,30,Whale,Legendary,0.01,118.26362592371025
315,30,Casual,Common,0.5,3.466638633905351
315,30,Casual,Rare,0.15,9.263829165025841
315,30,Casual,Epic,0.04,17.532390711262256
315,30,Casual,Legendary,0.01,208.51538514139176
316,30,Whale,Common,0.5,0.21344352811207212
316,30,Whale,Rare,0.15,10.44988941618886
316,30,Whale,Epic,0.04,24.71877389514249
316,30,Whale,Legendary,0.01,189.81018555569767
316,30,Casual,Common,0.5,1.158304119618368
316,30,Casual,Rare,0.15,2.8353783908462207
316,30,Casual,Epic,0.04,6.8084405821742555
316,30,Casual,Legendary,0.01,717.0633109181589
317,30,Whale,Common,0.5,1.242806541849523
317,30,Whale,Rare,0.15,1.9805520912157908
317,30,Whale,Epic,0.04,2.7621804006643287
317,30,Whale,Legendary,0.01,83.01950862549671
317,30,Casual,Common,0.5,0.19736903298028527
317,30,Casual,Rare,0.15,14.134813015789204
317,30,Casual,Epic,0.04,15.98005927021799
317,30,Casual,Legendary,0.01,508.10271827843724
318,30,Whale,Common,0.5,0.5259904190874629
318,30,Whale,Rare,0.15,0.28640161888431004
318,30,Whale,Epic,0.04,10.914317318991378
318,30,Whale,Legendary,0.01,110.54937262459971
318,30,Casual,Common,0.5,1.4672040496510592
318,30,Casual,Rare,0.15,3.0884224452112568
318,30,Casual,Epic,0.04,25.395614890555258
318,30,Casual,Legendary,0.01,76.17044818609315
319,30,Whale,Common,0.5,0.4528687628241368
319,30,Whale,Rare,0.15,0.6332116518357604
319,30,Whale,Epic,0.04,2.145586188927012
319,30,Whale,Legendary,0.01,38.811710715394085
319,30,Casual,Common,0.5,0.852083056893719
319,30,Casual,Rare,0.15,4.20302654294915
319,30,Casual,Epic,0.04,6.184892827446424
319,30,Casual,Legendary,0.01,202.83657762223035
320,30,Whale,Common,0.5,0.16214044926586174
320,30,Whale,Rare,0.15,0.5433278840536357
320,30,Whale,Epic,0.04,12.364940643463536
320,30,Whale,Legendary,0.01,24.558798480770903
320,30,Casual,Common,0.5,6.2373969328933985
320,30,Casual,Rare,0.15,1.309539650240741
320,30,Casual,Epic,0.04,22.892104949487237
320,30,Casual,Legendary,0.01,249.59642991556368
321,30,Whale,Common,0.5,0.14626777312701972
321,30,Whale,Rare,0.15,0.4852233721303447
321,30,Whale,Epic,0.04,3.0501746212272263
321,30,Whale,Legendary,0.01,264.5777412979502
321,30,Casual,Common,0.5,0.5877492287940798
321,30,Casual,Rare,0.15,1.0906414007356882
321,30,Casual,Epic,0.04,12.455119100334906
321,30,Casual,Legendary,0.01,126.59831345365691
322,30,Whale,Common,0.5,0.26048619147586566
322,30,Whale,Rare,0.15,0.690669898300269
322,30,Whale,Epic,0.04,15.92571300736222
322,30,Whale,Legendary,0.01,104.25043524977077
322,30,Casual,Common,0.5,3.307124888867469
322,30,Casual,Rare,0.15,5.89203889780145
322,30,Casual,Epic,0.04,14.674617312808786
322,30,Casual,Legendary,0.01,165.8702936005228
323,30,Whale,Common,0.5,0.3468455731002042
323,30,Whale,Rare,0.15,3.7139067385618034
323,30,Whale,Epic,0.04,11.368015156295854
323,30,Whale,Legendary,0.01,30.326966420195518
323,30,Casual,Common,0.5,0.6251663648489136
323,30,Casual,Rare,0.15,20.59737595336145
323,30,Casual,Epic,0.04,40.610789583693276
323,30,Casual,Legendary,0.01,278.9279843846706
324,30,Whale,Common,0.5,0.7077815957525557
324,30,Whale,Rare,0.15,0.26163999535543125
324,30,Whale,Epic,0.04,4.46182514142767
324,30,Whale,Legendary,0.01,49.25912202439228
324,30,Casual,Common,0.5,0.35157280936866186
324,30,Casual,Rare,0.15,9.546688151061666
324,30,Casual,Epic,0.04,4.76829336565561
324,30,Casual,Legendary,0.01,340.3550885334717
325,30,Whale,Common,0.5,0.09365040903419919
325,30,Whale,Rare,0.15,0.39814522426692095
325,30,Whale,Epic,0.04,6.5000353056630535
325,30,Whale,Legendary,0.01,102.69527987546635
325,30,Casual,Common,0.5,1.2872312802812662
325,30,Casual,Rare,0.15,3.160842395520424
325,30,Casual,Epic,0.04,27.138078898547857
325,30,Casual,Legendary,0.01,174.34052953839551
326,30,Whale,Common,0.5,0.22180703307771915
326,30,Whale,Rare,0.15,0.76094832046554
326,30,Whale,Epic,0.04,3.4934553426581108
326,30,Whale,Legendary,0.01,12.730218082534604
326,30,Casual,Common,0.5,0.5229812521401745
326,30,Casual,Rare,0.15,1.8756097888021044
326,30,Casual,Epic,0.04,38.763253141507185
326,30,Casual,Legendary,0.01,354.97792122828974
327,30,Whale,Common,0.5,0.4683214451524962
327,30,Whale,Rare,0.15,2.8785339225049027
327,30,Whale,Epic,0.04,9.489751378029807
327,30,Whale,Legendary,0.01,25.36975980102794
327,30,Casual,Common,0.5,1.540135306733384
327,30,Casual,Rare,0.15,9.23685301074395
327,30,Casual,Epic,0.04,23.11640779672254
327,30,Casual,Legendary,0.01,274.05863818521846
328,30,Whale,Common,0.5,0.39233628881036503
328,30,Whale,Rare,0.15,2.6819878311331573
328,30,Whale,Epic,0.04,9.0484954858504
328,30,Whale,Legendary,0.01,120.6242340661361
328,30,Casual,Common,0.5,2.194996174277159
328,30,Casual,Rare,0.15,12.273605468718834
328,30,Casual,Epic,0.04,35.865011186189314
328,30,Casual,Legendary,0.01,1046.2364647518746
329,30,Whale,Common,0.5,0.06153853062503495
329,30,Whale,Rare,0.15,0.9182911549428063
329,30,Whale,Epic,0.04,5.59634543509275
329,30,Whale,Legendary,0.01,282.8859973241898
329,30,Casual,Common,0.5,1.0638771145805217
329,30,Casual,Rare,0.15,3.704395336058715
329,30,Casual,Epic,0.04,7.182357555144087
329,30,Casual,Legendary,0.01,195.91134933894395
330,30,Whale,Common,0.5,0.8027476561864427
330,30,Whale,Rare,0.15,0.7735542653005457
330,30,Whale,Epic,0.04,3.8312156971718276
330,30,Whale,Legendary,0.01,38.71506654188639
330,30,Casual,Common,0.5,0.5413040750207645
330,30,Casual,Rare,0.15,10.905631409183004
330,30,Casual,Epic,0.04,24.848793300631822
330,30,Casual,Legendary,0.01,537.4997616285889
331,30,Whale,Common,0.5,0.338216867346606
331,30,Whale,Rare,0.15,0.2558473525608792
331,30,Whale,Epic,0.04,3.6372337524531115
331,30,Whale,Legendary,0.01,63.202474853431774
331,30,Casual,Common,0.5,1.7243764115192042
331,30,Casual,Rare,0.15,1.8755024339307034
331,30,Casual,Epic,0.04,4.72239463470433
331,30,Casual,Legendary,0.01,143.54191855081277
332,30,Whale,Common,0.5,0.1854861040736523
332,30,Whale,Rare,0.15,0.3587734012436258
332,30,Whale,Epic,0.04,2.908274655019393
332,30,Whale,Legendary,0.01,67.58642028643689
332,30,Casual,Common,0.5,0.385727354382974
332,30,Casual,Rare,0.15,0.908751871371581
332,30,Casual,Epic,0.04,18.97373557893524
332,30,Casual,Legendary,0.01,387.4105030220794
333,30,Whale,Common,0.5,0.7498192794121855
333,30,Whale,Rare,0.15,0.5416341168832322
333,30,Whale,Epic,0.04,10.809100363717516
333,30,Whale,Legendary,0.01,56.7128124683436
333,30,Casual,Common,0.5,3.491110223312222
333,30,Casual,Rare,0.15,11.938598319149351
333,30,Casual,Epic,0.04,36.906780714440224
333,30,Casual,Legendary,0.01,132.61164286121834
334,30,Whale,Common,0.5,0.8684778853684803
334,30,Whale,Rare,0.15,10.316663745143789
334,30,Whale,Epic,0.04,2.3880737026656944
334,30,Whale,Legendary,0.01,68.70202535789174
334,30,Casual,Common,0.5,0.6075595941843213
334,30,Casual,Rare,0.15,27.813408034854653
334,30,Casual,Epic,0.04,11.245911059242761
334,30,Casual,Legendary,0.01,101.63039058073515
334,30,F2P,Common,0.5,0.0
334,30,F2P,Rare,0.15,0.0
334,30,F2P,Epic,0.04,0.0
334,30,F2P,Legendary,0.01,0.0
335,30,Whale,Common,0.5,0.41781890166365243
335,30,Whale,Rare,0.15,4.735785924560022
335,30,Whale,Epic,0.04,21.648301466039413
335,30,Whale,Legendary,0.01,56.55554244880613
335,30,Casual,Common,0.5,0.6457082148182385
335,30,Casual,Rare,0.15,3.2391935443536712
335,30,Casual,Epic,0.04,20.860602026681477
335,30,Casual,Legendary,0.01,357.6169401428611
336,30,Whale,Common,0.5,1.1047155728702662
336,30,Whale,Rare,0.15,1.4354406815970178
336,30,Whale,Epic,0.04,3.5411657030955035
336,30,Whale,Legendary,0.01,57.9808215838877
336,30,Casual,Common,0.5,0.6194943125413873
336,30,Casual,Rare,0.15,1.8491308053058395
336,30,Casual,Epic,0.04,18.835672389879704
336,30,Casual,Legendary,0.01,83.03522029208996
337,30,Whale,Common,0.5,0.35962777253673295
337,30,Whale,Rare,0.15,2.257021803536903
337,30,Whale,Epic,0.04,3.580499780436547
337,30,Whale,Legendary,0.01,95.92551973454403
337,30,Casual,Common,0.5,0.9092033688905683
337,30,Casual,Rare,0.15,4.187966943462389
337,30,Casual,Epic,0.04,6.367462803808941
337,30,Casual,Legendary,0.01,422.27497462295736
338,30,Whale,Common,0.5,0.41774244477675027
338,30,Whale,Rare,0.15,1.5777207181638868
338,30,Whale,Epic,0.04,3.902544441018863
338,30,Whale,Legendary,0.01,134.0434649564741
338,30,Casual,Common,0.5,0.33253070586300854
338,30,Casual,Rare,0.15,3.4063192377440563
338,30,Casual,Epic,0.04,10.893946813400829
338,30,Casual,Legendary,0.01,368.05852518736987
339,30,Whale,Common,0.5,0.47255938517879087
339,30,Whale,Rare,0.15,0.17188926136531046
339,30,Whale,Epic,0.04,10.345907538972064
339,30,Whale,Legendary,0.01,34.27026562352335
339,30,Casual,Common,0.5,0.2985143107635796
339,30,Casual,Rare,0.15,16.60544856015694
339,30,Casual,Epic,0.04,15.265543243184831
339,30,Casual,Legendary,0.01,177.31396374936904
340,30,Whale,Common,0.5,0.7074896492809355
340,30,Whale,Rare,0.15,1.2407109143566535
340,30,Whale,Epic,0.04,2.588419076600757
340,30,Whale,Legendary,0.01,53.53873632471017
340,30,Casual,Common,0.5,1.118665534640487
340,30,Casual,Rare,0.15,0.9983564294411482
340,30,Casual,Epic,0.04,11.897179269093533
340,30,Casual,Legendary,0.01,215.4063163925598
341,30,Whale,Common,0.5,0.03449982974508599
341,30,Whale,Rare,0.15,0.626268287561661
341,30,Whale,Epic,0.04,6.526966913340544
341,30,Whale,Legendary,0.01,106.43991195518011
341,30,Casual,Common,0.5,0.3117622194844403
341,30,Casual,Rare,0.15,4.985264442781822
341,30,Casual,Epic,0.04,14.786642165957318
341,30,Casual,Legendary,0.01,420.66255072309576
342,30,Whale,Common,0.5,0.3044329411516479
342,30,Whale,Rare,0.15,0.35106097471605435
342,30,Whale,Epic,0.04,4.246464843443101
342,30,Whale,Legendary,0.01,154.06481015751126
342,30,Casual,Common,0.5,1.07442230290447
342,30,Casual,Rare,0.15,3.329138398942748
342,30,Casual,Epic,0.04,32.477724381625265
342,30,Casual,Legendary,0.01,392.54367132907777
343,30,Whale,Common,0.5,0.14533060971807563
343,30,Whale,Rare,0.15,4.104520102511297
343,30,Whale,Epic,0.04,6.891574531043957
343,30,Whale,Legendary,0.01,65.75182722213943
343,30,Casual,Common,0.5,0.3769934557189444
343,30,Casual,Rare,0.15,3.083835205001193
343,30,Casual,Epic,0.04,8.407743487082348
343,30,Casual,Legendary,0.01,119.19737798446846
344,30,Whale,Common,0.5,0.05602775707415014
344,30,Whale,Rare,0.15,2.7219433937842017
344,30,Whale,Epic,0.04,7.633824047806257
344,30,Whale,Legendary,0.01,68.29958648930709
344,30,Casual,Common,0.5,0.43963707525008694
344,30,Casual,Rare,0.15,6.545269757158884
344,30,Casual,Epic,0.04,12.046296802273236
344,30,Casual,Legendary,0.01,432.5581207381287
345,30,Whale,Common,0.5,0.3570551092547205
345,30,Whale,Rare,0.15,4.128841562350668
345,30,Whale,Epic,0.04,10.80038223496367
345,30,Whale,Legendary,0.01,36.120090282976406
345,30,Casual,Common,0.5,0.6847847686339382
345,30,Casual,Rare,0.15,1.4075401140136923
345,30,Casual,Epic,0.04,31.030829392412745
345,30,Casual,Legendary,0.01,1046.2364647518746
345,30,F2P,Common,0.5,5.086873487559646
345,30,F2P,Rare,0.15,0.3132149954524427
345,30,F2P,Epic,0.04,7.917643886241688
345,30,F2P,Legendary,0.01,5.579835728097655
346,30,Whale,Common,0.5,0.21210544383826094
346,30,Whale,Rare,0.15,0.5610360954792957
346,30,Whale,Epic,0.04,2.733193898873564
346,30,Whale,Legendary,0.01,75.00460060234195
346,30,Casual,Common,0.5,0.31821106479238237
346,30,Casual,Rare,0.15,7.7192908009015095
346,30,Casual,Epic,0.04,10.146853245662097
346,30,Casual,Legendary,0.01,562.7351850111403
347,30,Whale,Common,0.5,0.09615585472666635
347,30,Whale,Rare,0.15,1.5442883720910852
347,30,Whale,Epic,0.04,4.492259940258508
347,30,Whale,Legendary,0.01,54.46925036397633
347,30,Casual,Common,0.5,0.6761582150931432
347,30,Casual,Rare,0.15,2.046361798797444
347,30,Casual,Epic,0.04,30.873989175434104
347,30,Casual,Legendary,0.01,176.64691634950125
348,30,Whale,Common,0.5,1.9719257572065783
348,30,Whale,Rare,0.15,0.3427277326634506
348,30,Whale,Epic,0.04,2.5889452343850348
348,30,Whale,Legendary,0.01,51.39796531597418
348,30,Casual,Common,0.5,2.289470954027089
348,30,Casual,Rare,0.15,1.5818217084675472
348,30,Casual,Epic,0.04,14.218740619748532
348,30,Casual,Legendary,0.01,151.64937873677022
349,30,Whale,Common,0.5,0.19725251937658775
349,30,Whale,Rare,0.15,1.6841637978934672
349,30,Whale,Epic,0.04,9.766514292636304
349,30,Whale,Legendary,0.01,70.42827648966359
349,30,Casual,Common,0.5,0.6190782622125246
349,30,Casual,Rare,0.15,2.0567085032512944
349,30,Casual,Epic,0.04,7.232422722321708
349,30,Casual,Legendary,0.01,1046.2364647518746
350,30,Whale,Common,0.5,0.1187390181141951
350,30,Whale,Rare,0.15,1.0407976804243197
350,30,Whale,Epic,0.04,10.773130547211649
350,30,Whale,Legendary,0.01,20.8510299421185
350,30,Casual,Common,0.5,2.434836826195009
350,30,Casual,Rare,0.15,6.546635426601688
350,30,Casual,Epic,0.04,26.594041592135767
350,30,Casual,Legendary,0.01,330.42190697816335
351,30,Whale,Common,0.5,0.17688427529292552
351,30,Whale,Rare,0.15,0.4686678674364442
351,30,Whale,Epic,0.04,8.59567140684159
351,30,Whale,Legendary,0.01,149.69354980881405
351,30,Casual,Common,0.5,0.758893274351439
351,30,Casual,Rare,0.15,14.22752186369798
351,30,Casual,Epic,0.04,9.995163561581725
351,30,Casual,Legendary,0.01,132.13537195067792
352,30,Whale,Common,0.5,0.1778925078416336
352,30,Whale,Rare,0.15,0.4895578393535946
352,30,Whale,Epic,0.04,3.4134342436939686
352,30,Whale,Legendary,0.01,53.608662121843764
352,30,Casual,Common,0.5,0.7028009901380323
352,30,Casual,Rare,0.15,8.711931046507429
352,30,Casual,Epic,0.04,12.683925403931594
352,30,Casual,Legendary,0.01,144.74979082520565
353,30,Whale,Common,0.5,1.136663314007976
353,30,Whale,Rare,0.15,2.3242811245345836
353,30,Whale,Epic,0.04,5.101811715957928
353,30,Whale,Legendary,0.01,67.79729573602799
353,30,Casual,Common,0.5,0.4453234856834784
353,30,Casual,Rare,0.15,2.2071480136126578
353,30,Casual,Epic,0.04,8.405352797451313
353,30,Casual,Legendary,0.01,117.3034892566943
354,30,Whale,Common,0.5,0.3821989024638879
354,30,Whale,Rare,0.15,0.3810231243803317
354,30,Whale,Epic,0.04,1.422256182510515
354,30,Whale,Legendary,0.01,96.39676525665253
354,30,Casual,Common,0.5,0.18409468782441155
354,30,Casual,Rare,0.15,3.0883125401367653
354,30,Casual,Epic,0.04,60.24419913381331
354,30,Casual,Legendary,0.01,66.68300122097827
355,30,Whale,Common,0.5,0.8278093009057758
355,30,Whale,Rare,0.15,2.0802059389841907
355,30,Whale,Epic,0.04,9.448718140935368
355,30,Whale,Legendary,0.01,99.92053925977677
355,30,Casual,Common,0.5,0.3883684732332644
355,30,Casual,Rare,0.15,6.109059729894885
355,30,Casual,Epic,0.04,58.70302585323981
355,30,Casual,Legendary,0.01,220.99640389435834
355,30,F2P,Common,0.5,0.5855741841874296
355,30,F2P,Rare,0.15,2.8054125454661314
355,30,F2P,Epic,0.04,17.413984921497796
355,30,F2P,Legendary,0.01,452.7860876758098
356,30,Whale,Common,0.5,0.369848317142004
356,30,Whale,Rare,0.15,0.19986819147315135
